battery,num,idx,re,rct,battery_impedance
B0018,1,2,0.06515815158455215,0.09555369570022001,0.16540953498211108
B0018,2,4,0.06319812376707153,0.10229511275627602,0.1676537412678384
B0018,3,6,0.06269644718508349,0.09161902925465781,0.1629655228519708
B0018,4,8,0.0626070139256824,0.0946846935443713,0.16390835126868192
B0018,5,10,0.06137843058604763,0.09188288246238666,0.16046582355049324
B0018,6,12,0.06199882418368678,0.0960700817119328,0.1644047771601629
B0018,7,14,0.06133724861449716,0.09141202809622342,0.16100487882494982
B0018,8,16,0.06143403300566526,0.09201876447685577,0.1630952194788181
B0018,9,26,0.06246407536667202,0.08784495845315991,0.15859801893000725
B0018,10,28,0.05911226141914418,0.08989822215265768,0.1597239927393817
B0018,11,38,0.06105488892245489,0.08795484250803035,0.15697025538833778
B0018,12,40,0.06100929812130678,0.08710663504547878,0.15833753937244388
B0018,13,50,0.06064904573360479,0.08754929973933033,0.1572778301839819
B0018,14,52,0.06219481868267621,0.08570971190558405,0.15710880674884262
B0018,15,62,0.06106479153135479,0.08848482071807108,0.15995466146775145
B0018,16,64,0.0595969662678692,0.08684055890192541,0.15524687509771293
B0018,17,74,0.06287106178477314,0.08500615970912836,0.1565433536588814
B0018,18,76,0.06095075041521759,0.08544326049182116,0.15622280864879545
B0018,19,86,0.06279037977354894,0.08611082715769634,0.15881085561183153
B0018,20,88,0.062054327669918884,0.0841039159798283,0.15737379659383144
B0018,21,98,0.06126874046942329,0.08711286500552247,0.15640777839374786
B0018,22,100,0.0627057717757101,0.08381129726407618,0.15313457260069474
B0018,23,110,0.060230110173563736,0.0877848925885978,0.16054656610249862
B0018,24,112,0.061801794410442104,0.08516278937578788,0.15438005643563318
B0018,25,126,0.06335998574164574,0.08600824718099127,0.1575242785254178
B0018,26,137,0.06254971088581063,0.0843178209735426,0.15793044341989532
B0018,27,139,0.06088396756004627,0.08522512012699898,0.1569598946456735
B0018,28,149,0.062318942746054214,0.0859882467642574,0.15864434835934843
B0018,29,151,0.0619094323498869,0.08488075014924702,0.1570953399180724
B0018,30,161,0.06328841535782422,0.08847320583286679,0.15923610446380337
B0018,31,163,0.06244245641291251,0.08553075414412509,0.1574283483929803
B0018,32,173,0.06272459952717446,0.09004616962738907,0.16439231343002889
B0018,33,175,0.06319723456202592,0.0872013762847039,0.1594049299445732
B0018,34,186,0.06332864514547537,0.08797976668527188,0.1575210709806738
B0018,35,196,0.06438276069827963,0.09108149736581252,0.16418252486955984
B0018,36,198,0.06322621852227772,0.08762970040962542,0.15929670104251928
B0018,37,208,0.06275964602343843,0.09224881675419787,0.16444805789637143
B0018,38,210,0.06306423201152148,0.08878755046571668,0.159555034897469
B0018,39,221,0.0654312939216661,0.08842632755307295,0.16333072522272976
B0018,40,231,0.0640350502034096,0.09164169330042057,0.16329653320862994
B0018,41,233,0.06431683619311312,0.08680690256687046,0.16184164022437547
B0018,42,243,0.06546443423939434,0.0925002319045349,0.16586955069861714
B0018,43,245,0.06545297065463919,0.0888408418585299,0.16314021648401983
B0018,44,255,0.06605675981972527,0.09024364278181114,0.16707430839750112
B0018,45,257,0.06550914978909368,0.08957234616173203,0.16369839030576358
B0018,46,268,0.06602461415916355,0.0893968694708912,0.16302416581394844
B0018,47,278,0.06528925688517716,0.0913916544478255,0.1660941739565058
B0018,48,280,0.06297327821062598,0.08791100017078796,0.1623727011015577
B0018,49,290,0.06516852362411818,0.09570731197373636,0.16555728465359493
B0018,50,292,0.0637387678424481,0.09115176519190589,0.1626219821126485
B0018,51,303,0.06521856379431411,0.09034871149507483,0.16398289663777865
B0018,52,313,0.06590455963486774,0.0920096535708447,0.1673097105786958
B0018,53,315,0.06606850271516486,0.08895885074391789,0.1649781084746835
