battery,num,idx,cap,v_mean,v_max,v_min,i_mean,i_max,t_mean,t_max,t_min,dur,pts
B0005,1,1,0.7770584345833332,4.187419504014827,4.2099486995035615,3.479393559379272,0.6537993619097603,4.030268477538787,25.32407901830568,27.445134031590747,24.167061880805868,7597.875,789
B0005,2,3,1.8705759148611112,4.058826443375249,4.213016370444398,3.001950570776504,0.9562767523912176,3.361982908688226,26.635622628116085,29.34194895777482,24.528515200437052,10516.0,940
B0005,3,5,1.8633314054166663,4.058138828852896,4.212788046609961,3.0358785775794024,0.9578584144574912,3.384407789097242,26.778175507896698,29.553300732538816,24.600173786523015,10484.547,937
B0005,4,7,1.8554320295833335,4.058904789088504,4.212924011950438,3.0661450551857485,0.9597063636163543,3.4122633601213583,26.70320405781683,29.456340289732644,24.49334629714403,10397.89,933
B0005,5,9,1.8534074511111112,4.058329981003973,4.2128738833616,3.0637656606174013,0.9551027923472766,3.403625146732859,26.617004288392003,29.4813335075363,24.42016992589388,10495.203,937
B0005,6,11,1.85424726,4.059785107501149,4.212763963219923,3.0593224041262927,0.9399915268115662,3.3944513625869224,26.51849450408942,29.39582042914756,24.41186883829393,10792.672,952
B0005,7,13,1.8528966951388892,4.058914241429766,4.213176751734383,3.0533599221041614,0.939661994442232,3.401390462320561,26.620706323978894,29.438424119486054,24.527457541863313,10789.985,952
B0005,8,15,1.8539242636111108,4.053425643583468,4.212850577044761,3.048720950345317,0.9727357539789552,3.385806497377117,26.737918888901717,29.510810563981206,24.545714784434754,10127.562,920
B0005,9,17,1.8424276818055554,4.055637707823975,4.213141772335243,3.0824222303522406,0.9691837910969469,3.43387007729948,26.74145703066146,29.668813794471543,24.51382202883513,10147.952999999994,921
B0005,10,19,1.842421904861111,4.0551389874488235,4.212949842741421,3.075795646323062,0.9683227061476134,3.416543780338169,26.7021703105932,29.779288735822295,24.435380667117133,10162.094,921
B0005,11,21,1.8411132080555555,4.054491573689291,4.2132271723869295,3.06985284508505,0.9694945781971556,3.4217714333372964,26.608132946993933,29.71100043300344,24.32273250630084,10119.375,920
B0005,12,23,1.8422779999999999,4.0526146919932,4.212826399381091,3.0612589860161115,0.976343309024491,3.4044907346629887,26.63314786563377,29.79634895864274,24.44909427715232,10013.235,913
B0005,13,24,1.716850629861111,4.076087195502948,4.212863906558764,3.34157125606709,0.9570092752941729,3.78388997609184,27.033644494333256,30.37677905152779,24.588334332873952,9586.875,897
B0005,14,26,1.8294172372222222,4.054612747973269,4.212724851227894,3.092615790717664,0.9747526637611204,3.4380894291317374,26.870618187745674,30.05302011094364,24.582626408111885,9952.359,912
B0005,15,28,1.8304359645833332,4.059265909682025,4.213057848582499,3.082964486167869,0.9355825445308517,3.4334448239833244,26.738987031481408,30.168468843680714,24.46895730598046,10758.031000000003,951
B0005,16,30,1.830591217638889,4.053495431054621,4.213191057068328,3.0770823404741723,0.9763370393965392,3.432001975216655,26.692190227813647,30.06078601207466,24.320043101365826,9921.75,911
B0005,17,32,1.819882404027778,4.057009589497505,4.212768567166564,3.1099815648289453,0.9699188157134024,3.482051074636857,26.563313470921162,29.84105303532721,24.209464138213455,10000.25,914
B0005,18,34,1.8199221079166668,4.056509050138727,4.21291099996523,3.1054460082871422,0.9724149761513435,3.4790104488850004,26.52595276450022,29.90236309006016,24.162156462647953,9936.031,911
B0005,19,36,1.819254554027778,4.055991881873581,4.213175415157681,3.098521142673477,0.9699569076920557,3.461446831236046,26.591676949772925,30.108307461804788,24.228713761357017,9989.532,913
B0005,20,38,1.820228335138889,4.056478346718693,4.212972694840331,3.089171188226161,0.961322770731176,3.450379445041623,26.645032205307864,30.32132377942574,24.241843287727786,10158.782,922
B0005,21,40,1.8128749769444443,4.079851333950047,4.212806303346363,3.235784344365443,0.9490889658060896,3.646980102654795,25.663244609650953,29.01875034428269,24.19543355059427,10289.312,933
B0005,22,44,1.8662663373611112,4.057903790387567,4.213442172806784,3.0683685778510936,0.9686875900366564,3.398836643486512,26.015018000119397,29.356471957843606,24.71458123416169,10283.077999999994,927
B0005,23,48,1.8661370198611111,4.056383883924776,4.212832102518414,3.062344528295997,0.970682905202456,3.4078891045691866,26.09181445728815,29.32754285404437,24.720199951723636,10281.39,924
B0005,24,52,1.85432229375,4.058279288673889,4.212770290752828,3.0904138909445984,0.9773995916932169,3.464130250924988,25.709030057450274,28.938506516868497,24.33879447791203,10081.797,914
B0005,25,56,1.8455116544444445,4.065739463308087,4.213276766831537,3.1140130371184864,0.9385965990733807,3.4935571241981895,25.473631563964574,28.754789972770777,24.197877286536087,10797.328,950
B0005,26,60,1.844025796388889,4.0611501521821065,4.212690151499114,3.108464373403045,0.9725320160168298,3.4951011322233136,25.427401199812184,28.688602374299098,24.107357999599078,10099.218,916
B0005,27,64,1.844471655138889,4.060647477294544,4.212873191810286,3.099532736693632,0.97333696430293,3.4904911773797043,25.37095530984966,28.633407089003214,24.033722015137002,10078.719,915
B0005,28,68,1.8316151472222222,4.067270138639281,4.213238259402031,3.133150786659082,0.94203248037156,3.5331810156551415,25.273682170348483,28.589954117359028,23.947398698846445,10617.375,942
B0005,29,72,1.8337173244444447,4.06627015738475,4.213312787594857,3.119641559381448,0.945475454861297,3.513207367229806,25.188122631656277,28.50176643400805,23.841312817521448,10564.157,939
B0005,30,76,1.8325810618055554,4.063497194671534,4.212902355486726,3.117821882492223,0.9660672202223141,3.5054603250839507,25.208644345593083,28.530897709955585,23.875743075457656,10143.984,918
B0005,31,80,1.8212971898611108,4.070367166586395,4.212958241599311,3.148580175410883,0.931659325757491,3.5490719760595026,25.22309620072603,28.577658552419905,23.918406035072028,10790.452999999994,949
B0005,32,84,1.8260645725000002,4.0705017213426595,4.213259231541884,3.1580925982193535,0.9453021096033931,3.5621332354558053,25.60871637467594,28.9596644463361,24.401860458892934,10442.891,941
B0005,33,88,1.8369197477777777,4.130785490934083,4.209223108011576,3.0915429116168727,0.6983232165606692,3.44733089940877,25.487835720020833,28.988708015070493,24.223983259170872,10113.656,3659
B0005,34,92,1.82399853625,4.1327876409997755,4.2088651384450735,3.1353563535730373,0.6920492893377296,3.4987231998771415,25.536147530542536,29.096040691287843,24.084338083873263,10137.89,3666
B0005,35,96,1.8126019374999998,4.137730987261442,4.208915856299548,3.1610721465158074,0.6546552882135465,3.536407100583495,25.116393283510156,28.801172039065204,23.62822541246626,10651.657,3850
