battery,num,idx,cap,v_mean,v_max,v_min,i_mean,i_max,t_mean,t_max,t_min,dur,pts,ce
B0018,1,3,1.8550045207910817,3.5275462263272543,4.188195942647034,2.4721608434600437,1.9542109199809996,2.012995081928318,31.773285281389256,38.10180309676608,23.8195202516044,3434.891,366,
B0018,2,7,1.8431955317089987,3.534835576186522,4.186703558364525,2.4114381994148304,1.9474911909917818,2.012643873951446,31.924891594728642,38.14987995994155,24.314787074430125,3425.485,362,98.99178463654405
B0018,3,11,1.8396018424355423,3.538246596159443,4.188811210133346,2.394395968141027,1.9520851377838422,2.0118244627327857,31.31691283374216,37.5266914843442,23.74169210144422,3410.375,358,98.92589597390628
B0018,4,15,1.8306736044962053,3.537697945111872,4.188875360300162,2.3999481734774424,1.946124428336899,2.0135271229076634,30.821190751176527,37.06279237079503,23.227856809949373,3404.719,355,98.91614348109596
B0018,5,18,1.8327002069419656,3.542667604586918,4.189908817357781,2.3851461229395867,1.941296553298507,2.014479287336525,31.95346971511436,38.2110354381278,24.414641711593454,3417.641,354,99.61687445923829
B0018,6,20,1.8285288846046388,3.5451037330477333,4.190509582057232,2.3716770708389117,1.940081322071115,2.01246830059768,32.02311236185272,38.17496505957075,24.695286535085184,3411.766,351,99.02287145751939
B0018,7,22,1.8212011895697924,3.5475142438631493,4.1903241054041,2.4964491577040793,1.9336087087327076,2.0129654127777004,31.634533158077694,37.64038685475582,24.31366014142129,3399.516,348,98.99064159828413
B0018,8,24,1.8151700106433282,3.544812433691423,4.190302498850287,2.4374506721131883,1.933297862328721,2.0253396376938984,31.288194921595714,37.37602884738843,23.917267950078497,3388.75,345,99.32984992366235
B0018,9,27,1.8042980520967649,3.5434780274164095,4.188517549229078,2.4152206992194847,1.9326277820604822,2.0164107237206794,31.11122470608501,37.28928029078695,23.654641102277676,3380.406,342,99.07583699075174
B0018,10,30,1.8231002302844226,3.543133206790044,4.191794143442699,2.377432309524995,1.9387908075093485,2.0137948590788683,31.13166983979621,37.52377766578506,23.598003231352457,3404.141,343,100.42625531408625
B0018,11,32,1.8121253520255494,3.545155146280937,4.190699409462101,2.3887487262583647,1.9319664603010853,2.0130992718348324,31.51305775907457,37.72420412562674,24.126322531318674,3396.141,340,98.76296609067194
B0018,12,34,1.8046916382117766,3.545032366549762,4.1902633112754275,2.432289857016922,1.925061300186587,2.012646457499825,31.31102568785445,37.41366095304306,24.009919830527505,3384.094,337,98.95470332330231
B0018,13,36,1.790844349786295,3.5440892170496827,4.18970538556629,2.497495633221204,1.9180531611923362,2.011939908405691,30.893964711700164,36.94724908852665,23.551364638150325,3370.656,334,98.88807664622323
B0018,14,39,1.783470722841926,3.541317108618481,4.188354430914051,2.478768686108376,1.9174273940216064,2.013704827395307,30.540598970902945,36.707091312059944,23.09050168217513,3357.797,331,99.1316736780769
B0018,15,42,1.7809386125310702,3.541197979542517,4.193543208571066,2.3858494078680206,1.918118110064441,2.0130040542547274,30.82566018736547,37.13061214416645,23.303464882146475,3363.015,330,99.33291120914525
B0018,16,44,1.771209039672698,3.541255460524434,4.190238041929225,2.372854084449551,1.910662175289524,2.0147841532663255,31.451400678644536,37.686600065941576,24.000119916961825,3357.734,327,98.8656560990709
B0018,17,46,1.7686303996707076,3.5427478949705886,4.19075698083662,2.4086912736769084,1.909473949995673,2.0129355983090056,31.518847747922937,37.633580732302406,24.22294874000798,3344.187,325,99.03364828442392
B0018,18,48,1.7536304801917124,3.541251093602656,4.189715378549557,2.496331992137246,1.8961919320059226,2.0117266911103093,31.11237289077096,37.15252578645951,23.79566158754756,3339.969,323,98.82507774869167
B0018,19,51,1.7462197416415093,3.5350260562177453,4.187635645163932,2.4199896352919668,1.8949909147363193,2.012077515518729,30.586452588663985,36.78829001793698,23.127324953354822,3327.641,320,99.14308970700073
B0018,20,54,1.7376647337053737,3.5326627624319777,4.191004692440202,2.3587321881999297,1.900306537433319,2.011349710066744,30.242913021104116,36.541146197392216,22.780967262070938,3312.844,317,98.92781747117463
B0018,21,56,1.7315166735475835,3.5333109441755526,4.1906972904216495,2.4458096660548825,1.8937532529571761,2.0122749284189503,30.10270376338569,36.372087786130464,22.578707611599036,3302.031,315,98.78561709159459
B0018,22,58,1.7085949894470602,3.52738705832889,4.185877977731026,2.3808537751929744,1.874059169656162,2.012448687975656,30.251184852221932,36.52608510498833,22.714077867822585,3305.547,314,98.80937819965416
B0018,23,60,1.711469957068211,3.5296025965720452,4.188109147549676,2.436955746154759,1.8792679725699228,2.012334644346066,30.212407704391104,36.476252762052624,22.65890518865621,3289.562,311,98.86163101608841
B0018,24,63,1.7075021373272627,3.5289707694229833,4.188302415854336,2.4671365731790713,1.8781179185820256,2.0122688936966697,30.125011009636175,36.377208902376694,22.508167425430855,3283.797,309,99.02784911346065
B0018,25,66,1.7492382064360228,3.5322741848919814,4.18962510592865,2.4129371999368505,1.8994255210827664,2.0125131739991478,30.22428629982563,36.64000948247426,22.614491386507936,3325.235,312,101.97524667542845
B0018,26,68,1.7327697147429955,3.532438322521663,4.190150750158746,2.3497771039810256,1.8927442392596563,2.0129844574191207,30.976376254737342,37.38165499248184,23.427272668893146,3317.547,310,98.46025921232797
B0018,27,70,1.7222313328292376,3.5363211310943603,4.189151018945234,2.4904700018477026,1.8784657143180254,2.013596799411644,31.41570291330098,37.59824760372582,23.95851287847354,3311.766,308,98.58336282415588
B0018,28,72,1.711846298984729,3.533535274219931,4.189631312089484,2.4650908929255406,1.8709273444688055,2.0157162812456435,31.383299841535273,37.560555155163414,23.961434154126863,3305.218,306,98.80662026060956
B0018,29,75,1.699267835126687,3.527012841842043,4.187690359657657,2.363133281953362,1.869833775048847,2.0125462740568847,31.167937826253635,37.52114200586718,23.619671716582488,3295.453,304,98.68451851567625
B0018,30,78,1.6940366439243106,3.52925730014011,4.190215357888677,2.4790616361836206,1.8624408195732676,2.012800439982786,30.994690437264207,37.21887096740918,23.47871848419422,3287.0,302,98.72520407643056
B0018,31,80,1.6819027078768087,3.527821497534469,4.189776104976122,2.491905723274248,1.854867790404577,2.0132684044986244,31.055317978554886,37.33441415744885,23.470322857025764,3276.922,300,98.68570746094473
B0018,32,82,1.6769770618433686,3.525692957415014,4.189846430994002,2.4337177596826547,1.8539547618996213,2.013231862286827,31.373945543706103,37.7331798444306,23.769516048374253,3268.687,298,99.05552597535045
B0018,33,84,1.6655229306478936,3.5243962482347273,4.188109551881256,2.4424506461535755,1.8458129961867051,2.0132145295965795,31.56128410753226,37.84649344841882,24.001463155521233,3260.594,296,98.87830499892462
B0018,34,87,1.6571924575832084,3.520797576383474,4.186368648390758,2.4383419399858552,1.8383647798398939,2.0141222933728917,31.318474723902874,37.670164941661795,23.697189900442215,3258.812,295,98.82668335145183
B0018,35,90,1.6482241555294048,3.519457281260753,4.1901657245031085,2.4157245398944123,1.8436169601332795,2.0127023314619743,31.104012325043946,37.53185198546868,23.490432582557037,3243.422,292,98.57724474674423
B0018,36,92,1.6387701497987262,3.513165600287965,4.189966178473989,2.323395712524894,1.8371621051457112,2.0131406541163614,30.989730398009076,37.593333753421376,23.31675245518661,3236.515,281,98.38447500419024
B0018,37,94,1.6276486907262062,3.517217159454334,4.188259618341401,2.4985039496028567,1.8212842869006978,2.0140330003394356,30.967851972472324,37.361410110678264,23.252438684811104,3230.734,289,98.43520205272917
B0018,38,96,1.62215370227252,3.5120091114107965,4.1897400575765795,2.350237238739749,1.8271648718054267,2.012673084048405,31.285342046153826,37.899803246715464,23.493229087742925,3222.093,287,98.78746374114357
B0018,39,99,1.6140066510467586,3.50911052654104,4.1862359225351335,2.3337740352348813,1.8191728083237904,2.012635202899368,31.41096207271253,38.03149707759718,23.64731684697707,3220.344,286,98.58937584735207
B0018,40,102,1.6760516154424623,3.516106699716392,4.189625262426538,2.317647291087635,1.8694837461066787,2.01318368468478,30.755137125871208,37.42220155418978,23.01653902765608,3250.75,288,102.52519349293277
B0018,41,104,1.649300642552199,3.519010068254593,4.186586244011676,2.492394514304757,1.8398837087631794,2.0121931540017886,30.977446633931525,37.32511174435206,23.382703180887166,3239.344,286,97.60792838815303
B0018,42,106,1.63238299185809,3.5124212742229295,4.189366482043888,2.372828310153791,1.8381164059202344,2.012774153678253,30.800512192698992,37.31088262198154,23.141477779700992,3222.25,283,97.9491431817057
B0018,43,108,1.6164159719025777,3.50815215295169,4.188553804618968,2.3560703177076867,1.8297880104809248,2.012946778665685,30.616192795676138,37.232346556887364,22.876954081867613,3206.157,281,97.99372161662208
B0018,44,111,1.6109028378249377,3.508648568515266,4.188764708195774,2.4644431530094417,1.8212266980386598,2.0135827897679706,30.399839302766903,36.94850857727268,22.56634750757244,3197.969,279,98.27362547112726
B0018,45,114,1.5954638693695657,3.5051993439595477,4.188636968174337,2.4195167274486726,1.820051163815339,2.013020303951627,30.38386825126278,37.002663545357386,22.549823121887282,3181.625,277,98.42427685618308
B0018,46,117,1.726707440085764,3.523165280193865,4.188466199744378,2.3422406504312434,1.8952650812503178,2.023314533825632,30.576239500422748,36.71025442949399,23.125008977470344,3302.36,301,
B0018,47,119,1.7165673917429753,3.527269876472835,4.189570916346704,2.3755467142668496,1.8868537565375962,2.012680983917414,30.705906284556665,36.72807623650589,23.408964388688208,3285.812,298,98.34639325802522
B0018,48,121,1.6958235570934848,3.526762654741574,4.189584987657955,2.4146291375325917,1.8788753959478912,2.0115911942512583,30.62583594950684,36.72959308355185,23.270929426489833,3260.016,295,98.17630670557537
