battery,num,idx,cap,v_mean,v_max,v_min,i_mean,i_max,t_mean,t_max,t_min,dur,pts
B0007,1,1,0.8163237514166667,4.189507926171337,4.214723891435149,3.6448995932335473,0.6633518471359257,2.2618666203475337,25.115926436461894,27.29904441900397,23.922227422717448,7597.875,789
B0007,2,3,1.9390924159027776,4.052903759371662,4.214978847580325,2.905049544912642,0.9600587158151216,2.258223670085453,26.756606170640403,30.577385154985016,24.27813784997582,10516.0,940
B0007,3,5,1.9326060714583335,4.0484888632002844,4.214688912633025,2.951646252509994,0.9616826980292597,2.259445364927154,26.78896518782561,30.66376913104331,24.361166488705162,10484.547,937
B0007,4,7,1.9312079317083335,4.047760658857355,4.214772907108823,2.9467994849709904,0.9654367573360634,2.258309855573535,26.790949987534404,30.792245916339162,24.29173650224435,10397.89,933
B0007,5,9,1.931988003625,4.04822297570294,4.21467779253526,2.939284531221614,0.9618526384256975,2.2598866834853135,26.726850930641444,30.89342353302922,24.178585795948038,10495.203,937
B0007,6,11,1.9302915937638891,4.049879067690307,4.2150694402361655,2.9488986408910622,0.9462015579927743,2.2568227959927976,26.620773999930954,30.821167500690837,24.190445945592884,10792.672,952
B0007,7,13,1.920094106763889,4.050759108978297,4.2147997979457195,3.0030807978827,0.9433576367086911,2.2585172923121335,26.58924306987374,30.421910739966474,24.288626077672,10789.985,952
B0007,8,15,1.9204611326666667,4.044734526765342,4.214676316022421,2.9992763559263356,0.9765320100409601,2.2581337056618764,26.74846360058507,30.518431203479878,24.314377908034484,10127.562,920
B0007,9,17,1.9199234325555556,4.043475031336312,4.214795782824283,2.9911876187954594,0.975933351916163,2.257178725012606,26.80373015807701,31.081278437806464,24.300974781854066,10147.952999999994,921
B0007,10,19,1.9198802610694443,4.043487576569312,4.2147880916189155,2.9850080368215393,0.9746502968474159,2.256867952684998,26.78643062225572,31.24066372289512,24.21765387078277,10162.094,921
B0007,11,21,1.9198391085833337,4.043393946582859,4.2147872937326705,2.978122589808053,0.976179124094627,2.2593801599662027,26.717163571192394,31.220976754395,24.104222274848492,10119.375,920
B0007,12,23,1.9184014638750002,4.042609172722694,4.214760443660266,2.967811398996865,0.9824260888094889,2.258173949367288,26.780922573059726,31.372627292785396,24.2260028130671,10013.235,913
B0007,13,24,1.706287503027778,4.083839046288738,4.214635547971288,3.4918452502663575,0.9380552377031146,2.259349558224372,26.84939514355575,30.225464388780154,24.36186819225836,9586.875,897
B0007,14,26,1.9083687902083335,4.042846696176429,4.214697666122234,3.0148726955046894,0.9817557185619997,2.257250955728727,27.007028938797088,31.747377634153153,24.358368588325746,9952.359,912
B0007,15,28,1.9080776741944445,4.048321143107591,4.21478322848139,3.002645300353557,0.9419704874170602,2.2577026727640215,26.826630905506512,31.779134469034663,24.192075362622663,10758.031000000003,951
B0007,16,30,1.9088373266944445,4.042805773132121,4.21480753341866,2.9902562041660516,0.9831343358842753,2.2587594242447993,26.845102423271214,31.742574167707367,24.094997248461706,9921.75,911
B0007,17,32,1.897245754888889,4.045560380508014,4.214941550491233,3.0484265884792863,0.9764739721259944,2.259076929798671,26.64132190339396,31.367092340830315,23.988797791398166,10000.25,914
B0007,18,34,1.896006005,4.044533741116961,4.214888859693616,3.040816842807257,0.9788566212857466,2.2573066258252825,26.630410829604692,31.5483245449075,23.967249593082702,9936.031,911
B0007,19,36,1.8963230802222224,4.044230721552821,4.214844274151372,3.028214472456539,0.9766348319070319,2.2555994965654356,26.732842671781054,31.877731734386295,24.008525704308667,9989.532,913
B0007,20,38,1.8860815376944446,4.0483283369868595,4.214811027824689,3.0748162871179514,0.9649550603910502,2.2572421269163248,26.680612495729743,31.64827378798208,24.040685182123553,10158.782,922
B0007,21,40,1.8790756140833336,4.074946565045077,4.21474637892319,3.271506410443981,0.9532314518219567,2.2565961562150756,25.34511515663789,28.79758724840639,23.699824143298056,10289.312,933
B0007,22,44,1.9338714523194445,4.0497034511262955,4.214913925322058,2.9686635921177515,0.9728413929766043,2.257614950089563,25.81811264335102,29.15641159378297,24.53498109749642,10283.077999999994,927
B0007,23,48,1.9327225730833333,4.047740326560617,4.214664287644461,2.9578028920213355,0.9746200523952011,2.257687343623163,25.908545561555126,29.1544231457191,24.54106609251165,10281.39,924
B0007,24,52,1.9208018019583333,4.047339918204985,4.214683020359257,3.0136515578797805,0.9814543800187316,2.2566610651846633,25.457306030924414,28.71481831414117,24.136531653546662,10081.797,914
B0007,25,56,1.921643661486111,4.052602643278332,4.214632473773596,2.9931887426126202,0.945219125348839,2.25873311675073,25.208124224769332,28.533877426349584,23.937739305737637,10797.328,950
B0007,26,60,1.9212731664305556,4.048938302632183,4.214717049746853,2.983016469304486,0.979517792785676,2.25410399402555,25.198908450122424,28.46161610072502,23.886082644381183,10099.218,916
B0007,27,64,1.909106799125,4.05016241592548,4.214644865560644,3.042010563367481,0.9770963621219407,2.252053665117908,25.088377505443955,28.386930544540967,23.79804785008748,10078.719,915
B0007,28,68,1.9100154532083338,4.054313355152662,4.21482514567111,3.028783313945245,0.9494915810770539,2.2596917073338147,24.994883820641892,28.336534625568376,23.68749336295935,10617.375,942
B0007,29,72,1.8993440834444444,4.056876740812042,4.214813104899418,3.0803594727149934,0.9494463317725509,2.2556992275076393,24.88975595599089,28.23465144539435,23.607748358019762,10564.157,939
B0007,30,76,1.8982368363333335,4.053513642975223,4.214716067860107,3.076762082909564,0.9702067607317292,2.258604715115658,24.914746778130716,28.256499193062336,23.631721187820823,10143.984,918
B0007,31,80,1.897286163375,4.058658000726498,4.21480821414822,3.0701709984672556,0.9385413755544059,2.2587445007906664,24.945473030337098,28.319210692991568,23.652849924278414,10790.452999999994,949
B0007,32,84,1.8879703921944444,4.064996960368117,4.214724856820342,3.1653143081581017,0.9482676364621827,2.255353130255427,24.984956800651023,28.639243249958948,23.285506230237175,10442.891,941
B0007,33,88,1.8999640598055554,4.12787165425453,4.214675146206582,3.0402563294989644,0.7096400165009412,2.2565646173008194,25.24857476578596,28.734782385089698,23.968480713297836,10113.656,3659
B0007,34,92,1.8922299385694443,4.129220845194228,4.214620610525395,3.0807107007217356,0.70507727738106,2.2557644289288383,25.2648118529816,28.82022743543977,23.81332004572655,10137.89,3666
B0007,35,96,1.882701143444444,4.134788878196348,4.214633202681263,3.1268493749691935,0.6676988877013444,2.2571525119254,24.83295974161257,28.46526973152355,23.36985964439706,10651.657,3850
B0007,36,100,1.876461970486111,4.131515049788598,4.214690925137906,3.1436144259571974,0.7064608875238769,2.254738979525141,24.67485217111906,28.200378318530046,23.3464187186958,10032.485,3623
B0007,37,104,1.868682285472222,4.136266746327734,4.214903299651425,3.176248697225785,0.6676074040197765,2.2582134852820483,24.895406841356955,28.459241345509497,23.687380454517946,10574.297,3819
B0007,38,108,1.86779573475,4.135417505544552,4.2146409952312975,3.172777675647531,0.6743578345675691,2.2573390854177324,24.993919378962513,28.634605591894335,23.552176516081406,10461.735,3780
B0007,39,112,1.8620357004444443,4.13326568802833,4.214616914837865,3.187461231001114,0.7043077305261205,2.255795255095618,24.80297144486912,28.364390089817356,23.32601773577574,9993.062000000005,3605
B0007,40,116,1.85234546225,4.139035094131206,4.214648584856087,3.2205895780370075,0.6601075469547241,2.2571041486474606,24.51176932541328,28.1594205841221,23.069077109844848,10602.281,3826
B0007,41,120,1.847148481861111,4.140171363171507,4.214573623402441,3.2327489336695137,0.6539673761950128,2.2573078069144445,24.44267945496156,28.01307299015277,23.162011647559755,10667.969,3847
B0007,42,124,1.84264414625,4.13929567747795,4.214635656760874,3.245290824706756,0.6625272528133718,2.2617411195901895,24.98061830520359,28.536212131076272,23.7446253498163,10504.781,3789
B0007,43,128,1.841391163236111,4.137154952140779,4.2147081279818845,3.2414914530804664,0.6785827361862233,2.254744158645107,25.37806773198085,28.941934192718506,24.00061686838033,10246.781,3696
B0007,44,132,1.8362243820277782,4.137424160656775,4.214688038425604,3.252050457945784,0.6819927445707711,2.258807162947582,25.25198951518979,28.845042154275994,23.76318500119398,10166.218999999997,3666
B0007,45,135,1.8447388380138887,4.142648094632666,4.214711989188702,3.231006913482485,0.6438719580588741,2.2585848300420186,24.74618517386197,28.650268868340458,23.156164089257796,10804.922,3900
B0007,46,138,1.8354628880694446,4.141814607896977,4.214715443852137,3.2474350465338744,0.6440480089192413,2.255500726606694,24.568292813185277,28.293152961467708,23.14017849562041,10758.985,3882
B0007,47,142,1.8266936884305556,4.140519345939853,4.214696510731475,3.2693701972960967,0.6686362013437687,2.257720008282533,24.46813967282139,28.158218963844206,23.029844824513972,10317.515,3719
B0007,48,146,1.8154920315972223,4.144478806017769,4.214588036442186,3.2934805592161784,0.6339919341730229,2.25837582999649,24.383631011491403,28.14052310759905,23.00190317715027,10805.734,3895
