battery,num,idx,re,rct,battery_impedance
B0005,1,41,0.04466870036616091,0.06945627304536996,-0.43892624830326377
B0005,2,43,0.04668700162486933,0.07627474098530587,-0.5345201900083068
B0005,3,45,0.044843430573346096,0.0679720560130687,-0.44283635473246313
B0005,4,47,0.04619468955099375,0.07453388918437964,-0.5237919003975053
B0005,5,49,0.04510114851143001,0.06852832896000328,-0.44166468242907403
B0005,6,51,0.04599074473076839,0.07342664108773311,-0.5338763346673802
B0005,7,53,0.044172075577171746,0.06804449516996176,-0.4446971131122189
B0005,8,55,0.0452171085992494,0.07464778408413367,-0.5309039707743043
B0005,9,57,0.043786628196075913,0.06845021227072765,-0.4447264516801405
B0005,10,59,0.04490994541365791,0.07395687603254197,-0.532872136514353
B0005,11,61,0.04463932198878524,0.0683410113732366,-0.44313986175099107
B0005,12,63,0.04717044086931744,0.07208112164479205,-0.5313529259538913
B0005,13,65,0.043558785775475374,0.06868237655872211,-0.4422270753035896
B0005,14,67,0.04648969708635643,0.07102909339339247,-0.5310957750298807
B0005,15,69,0.04526547818261783,0.0681437253042456,-0.4416886468865809
B0005,16,71,0.0463622366817154,0.07193029860543036,-0.5290932227644674
B0005,17,73,0.044483715777434665,0.06782555719716843,-0.44235550334503465
B0005,18,75,0.04482791300205649,0.07288826952758304,-0.5302162152795793
B0005,19,77,0.04441416485910045,0.06885805241213436,-0.4439675331044126
B0005,20,79,0.04466450679894579,0.0727868237536811,-0.5355163357641006
B0005,21,81,0.04453544590029642,0.06779434699116274,-0.44584306186526834
B0005,22,83,0.04502135245555801,0.06940408185539676,-0.5297646986944688
B0005,23,87,0.04610646564263781,0.07041083307756363,0.16811833204846469
B0005,24,89,0.04646251600050638,0.06993774302336724,0.1671147063447002
B0005,25,91,0.04766732499763113,0.06870142026856427,0.16627789136861124
B0005,26,93,0.04772385451119983,0.06950417544214327,0.16775943108492816
B0005,27,95,0.04786769518725868,0.06782851501053842,0.16762269872767815
B0005,28,97,0.04694022963323793,0.069661211991841,0.16483234884153447
B0005,29,99,0.045613419083722975,0.0690386303340568,0.16725251651534961
B0005,30,101,0.04702798243208013,0.07112946749607083,0.16652461539161043
B0005,31,103,0.04672887233883059,0.06971129972921941,0.16626507993208073
B0005,32,105,0.047755380262671634,0.07167079612312527,0.16743729035897897
B0005,33,107,0.04691622519628201,0.06913343554751465,0.16678584507704455
B0005,34,109,0.047022939446838434,0.06976696183555635,0.16848465159964437
B0005,35,111,0.046604793185003,0.06852215228822905,0.1672603156216062
B0005,36,113,0.046245370477528074,0.0719248993978976,0.16553844036136983
B0005,37,115,0.04683293993011124,0.06946896899621643,0.16714365300234812
B0005,38,117,0.04618610336751238,0.07193787056034481,0.1682904330721338
B0005,39,119,0.04624136663986422,0.06934916902797013,0.16490383017739912
B0005,40,121,0.04773737014313117,0.0703395836124857,0.16756978879559375
B0005,41,123,0.049427483436388156,0.0695498357572787,0.16644348195277137
B0005,42,125,0.04838334154876506,0.06973812701544792,0.1690600728545478
B0005,43,127,0.04747841688797767,0.06488297170955903,0.16786908919552262
