battery,num,idx,cap,v_mean,v_max,v_min,i_mean,i_max,t_mean,t_max,t_min,dur,pts,ce
B0007,1,2,1.89105229539079,3.522006703394617,4.199497433806136,2.145975766935391,1.869128126500791,1.9968672421771276,32.62485875142121,40.59042914535701,23.92407356409745,3690.234,197,
B0007,2,4,1.880637027686859,3.5319490434317116,4.198510349854315,2.1110166987852117,1.868091214569674,1.9943911963511516,32.738209593287145,40.26023408628707,24.261106709876195,3672.344,196,96.98542536000257
B0007,3,6,1.8806626717011388,3.5344025220217845,4.198280074112568,2.0251085128182655,1.877784734502072,1.994681656822022,32.68511456550919,40.27558633997852,24.3190033925327,3651.641,195,97.31226137988904
B0007,4,8,1.8807709009833444,3.53492504932652,4.198267468745592,1.922542180649595,1.8875256535871228,1.9952731083659303,32.554748499572646,40.29314715799111,24.223578724887073,3631.563,194,97.3883169234722
B0007,5,10,1.8794508728285058,3.534536640068787,4.198464224146956,1.8711590450649882,1.8871621432453276,1.9935500451030046,32.46787845303298,40.268872630219796,24.13830760704513,3629.172,194,97.28066992662903
B0007,6,12,1.8807003517117404,3.5411626672196816,4.197967993115647,2.1756867065903434,1.8675154082122565,1.9941041745764116,32.48624734055599,39.67620802332074,24.135840711684263,3652.281,195,97.43089374619042
B0007,7,14,1.8799352523566075,3.541165612176161,4.198023461704379,2.1117887156019437,1.8673359462519084,1.993164510431567,32.55779966353037,39.803817662926164,24.255515986671373,3650.828,195,97.90849551249522
B0007,8,16,1.8815088124038797,3.5494581176357975,4.199372697237068,2.026250619894166,1.9063154499484403,1.9936540341331743,32.45374435641106,39.88810476942348,24.302952144966042,3572.453,191,97.97172045816414
B0007,9,18,1.8696907870385844,3.5502805464079743,4.19921182024681,1.9505894332906037,1.9164348198845678,1.99377953803378,32.373246444985035,39.95162250671474,24.257530932186896,3550.594,190,97.38361204070998
B0007,10,20,1.870052380139199,3.5481347674910286,4.198957678253482,1.8688247067658061,1.9165385597747795,1.9937831213829802,32.30534276235138,40.052021854718284,24.189583713016194,3551.25,190,97.40463601086824
B0007,11,22,1.8700442394188577,3.5484272148956437,4.198832114024662,1.7896213776724978,1.926771167846017,1.9942511729128334,32.183319483399806,40.1213838436794,24.062655752137022,3530.25,189,97.40629988513881
B0007,12,25,1.8596518987766364,3.5560433603714667,4.198945227315025,1.910336108594535,1.936979366983281,1.9938120330189373,32.378853181816005,40.174657039770814,24.334878490739897,3491.016,187,96.93757713363631
B0007,13,27,1.8590746560862206,3.5604849642800684,4.1990513028067955,1.9086884059809102,1.9470891822561436,1.9942213710086447,32.2913249500013,40.016434730174936,24.352069874766624,3470.281,186,108.95436160596175
